ISO_CODE,ISO_NAME,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
DJI,Djibouti,0.614143,0.579093,0.763426,0.646369,0.652584,0.711539,2.08822,1.741513,1.530791,2.074292,1.912223,1.820795,1.57677,1.253025,0.926928,0.923249,0.869608,1.126385,0.963438,1.70648,1.364966,1.583788,1.29571,1.255028,0.764982,0.807028,0.796937,0.837829,0.888453,0.869544,1.033671,1.118064,1.104218,1.153666,1.163128,1.224966,1.313509,1.385132,1.434009,1.438483,1.500062,1.543494,1.522132,1.557164,1.663756,1.580682,1.601753
DMA,Dominica,0.342708,0.340752,0.39664,0.443565,0.415874,0.508619,0.483772,0.510173,0.502747,0.487232,0.573009,0.659728,0.642047,0.65591,0.689255,0.681849,0.749546,0.961866,1.036867,1.110392,1.106597,1.114653,1.099223,1.119351,1.232348,1.279613,1.308594,1.35987,1.591441,1.690482,1.751496,1.877766,1.80941,1.827921,1.939749,1.870799,1.936407,1.990732,1.950593,2.000419,2.106404,2.184615,2.188581,2.393928,2.416755,2.500017,2.527436
DOM,Dominican Republic (the),0.845354,0.839906,1.065533,1.032123,1.077565,1.088057,1.091268,1.149843,1.144476,1.17833,1.186105,1.102579,1.047226,1.185987,1.216149,1.050287,1.150353,1.296884,1.275104,1.330416,1.113594,1.142765,1.302666,1.263105,1.44975,1.514294,1.600947,1.792544,1.99093,2.135968,2.163396,2.095081,2.246409,2.182141,2.139537,2.085502,2.245971,2.217826,2.270986,2.072496,2.086998,2.223783,2.242916,2.197545,2.141455,2.172419,2.213843
ECU,Ecuador,0.795247,0.696458,0.6771,0.824282,0.987546,1.046505,1.164754,1.320401,1.449467,1.527129,1.570114,1.691739,1.662234,1.519069,1.52666,1.596586,1.632827,1.475715,1.606374,1.572146,1.620386,1.581564,1.586362,1.505674,1.539334,1.636751,1.775762,1.844583,1.685424,1.487123,1.543949,1.579171,1.715613,1.707247,1.703219,1.957949,2.075199,2.17675,2.138779,2.342307,2.425471,2.488529,2.477449,2.550764,2.726299,2.615414,2.44303
EGY,Egypt,0.700253,0.675953,0.721622,0.654708,0.740819,0.782801,0.886487,0.897043,0.889929,0.941271,1.00975,1.114768,1.172714,1.273977,1.367536,1.39768,1.420364,1.49881,1.500321,1.553993,1.568608,1.559554,1.572465,1.554268,1.465665,1.526135,1.609733,1.678856,1.725184,1.784426,1.726661,1.877961,1.88695,1.902174,2.029881,2.232147,2.305975,2.422348,2.449292,2.468387,2.498877,2.562262,2.591594,2.337997,2.25753,2.233453,2.292344
SLV,El Salvador,0.413981,0.419196,0.471284,0.505384,0.501575,0.551051,0.546009,0.551795,0.577141,0.529725,0.437717,0.430342,0.39585,0.403684,0.38937,0.418593,0.411046,0.485539,0.473424,0.466038,0.490797,0.617525,0.68659,0.733778,0.842236,0.908768,0.799116,0.969468,1.008276,0.988367,0.979646,1.040183,1.040452,1.093187,1.095679,1.133414,1.194286,1.25652,1.126705,1.124939,1.081486,1.112926,1.136319,1.101949,1.091125,1.081261,1.081036
GNQ,Equatorial Guinea,0.096284,0.097491,0.102451,0.117351,0.1257,0.13685,0.151199,0.161336,0.168961,0.202937,0.187408,0.174953,0.173707,0.16517,0.150959,0.159509,0.167874,0.212898,0.160283,0.186832,0.162751,0.179648,0.158662,0.158373,2.165886,2.218277,2.289804,2.977047,3.460036,3.600655,3.595923,4.631842,3.592523,3.836792,4.096679,3.979015,3.73931,3.671002,3.297864,2.81294,2.78767,2.812653,2.245453,2.165915,2.048332,1.827456,1.767518
ERI,Eritrea,0.02478,0.023128,0.021389,0.021283,0.021194,0.017946,0.018676,0.018629,0.019034,0.020782,0.017798,0.017446,0.016957,0.016885,0.016395,0.017019,0.017329,0.015135,0.015133,0.014986,0.015368,0.015432,0.148881,0.21102,0.238876,0.260336,0.28379,0.265744,0.197486,0.204733,0.196628,0.208926,0.198804,0.185989,0.178196,0.152474,0.12981,0.124638,0.106484,0.109236,0.114791,0.131702,0.137298,0.134617,0.13609,0.134615,0.13821
EST,Estonia,29.35768,29.1682,29.84114,30.27432,30.26037,31.55292,30.7951,31.63238,30.99413,31.42978,30.69777,30.67324,30.13401,29.26812,28.31146,28.04937,28.31402,28.10117,28.40613,27.44106,23.54815,21.36288,15.81544,12.26978,12.74283,11.82386,12.50983,12.35388,11.9046,11.09583,10.91783,11.39711,10.99714,12.50503,12.88662,13.06908,11.96682,15.40058,14.24675,11.5618,13.95525,15.22031,15.30757,17.53362,16.2024,16.80214,17.10108
ETH,Ethiopia,0.050399,0.049299,0.044365,0.046447,0.04535,0.039683,0.038666,0.038856,0.039539,0.040941,0.04148,0.044611,0.039762,0.040749,0.037243,0.037627,0.043062,0.047943,0.048443,0.049121,0.049627,0.048404,0.03117,0.038607,0.042946,0.04702,0.050978,0.051799,0.053236,0.050851,0.055188,0.066143,0.066501,0.070177,0.073153,0.068472,0.07114,0.07558,0.079068,0.076965,0.071189,0.075557,0.083661,0.098678,0.102995,0.100448,0.102342
EU28,EU28,9.453676,9.396861,9.611427,10.03425,9.754765,9.470646,9.975404,9.921224,10.13724,10.49173,10.15579,9.704454,9.435669,9.331358,9.33795,9.406545,9.433196,9.50172,9.463166,9.430585,9.080136,8.953217,8.589356,8.364985,8.314485,8.436549,8.656216,8.45057,8.439469,8.292465,8.316822,8.432627,8.348648,8.517592,8.538746,8.433953,8.430698,8.315593,8.118031,7.414658,7.633935,7.323362,7.223527,7.05528,6.685052,6.748132,6.753034
FLK,Falkland Islands (the) [Malvinas],3.276931,3.332217,5.128399,5.191437,4.584235,6.428842,4.94751,5.731453,4.868522,4.506298,4.909305,6.675253,6.293888,7.039168,7.451769,7.56704,8.298776,8.967876,15.65372,14.69749,12.47362,11.52586,10.76894,9.16142,9.477906,10.46858,11.54368,10.01347,8.154945,7.769544,8.68949,8.708989,9.339877,9.074457,10.57331,10.53666,10.67351,11.46233,12.04328,12.21109,13.01517,14.39836,14.40261,15.7871,15.91533,16.49762,16.68989
FRO,Faroe Islands (the),0.023359,0.023616,0.02389,0.024653,0.025042,0.025123,0.025601,0.025933,0.026399,0.027033,0.027482,0.028014,0.028183,0.028366,0.028826,0.029174,0.029491,0.029753,0.030185,0.03061,0.031268,0.031606,0.032003,0.032405,0.032717,0.033167,0.033506,0.033655,0.034047,0.034395,0.035112,0.035674,0.036105,0.036563,0.037224,0.037819,0.037936,0.038174,0.038334,0.038575,0.038738,0.038979,0.03914,0.039381,0.039541,0.039619,0.039778
FJI,Fiji,0.458642,0.453468,0.408766,0.449943,0.48869,0.472364,0.481722,0.742832,1.204713,1.144584,1.014728,1.110731,0.93731,0.959987,0.763038,0.732604,0.67105,0.692288,0.681675,0.743811,0.796664,0.723968,0.636147,0.662133,0.713811,0.767523,0.823273,0.631091,0.641865,0.664843,0.654169,0.682017,0.783326,0.935726,1.023324,1.074299,1.140147,1.1179,1.200382,1.212617,1.365248,1.45528,1.483636,1.615762,1.689712,1.779875,1.894542
FIN,Finland,9.4985,9.298057,10.09931,11.01811,10.20197,10.05029,11.29559,11.1466,12.0753,11.99972,12.05234,10.05443,9.638116,9.265292,9.4791,10.34557,10.31893,11.21091,10.90306,10.86262,11.24508,11.32259,10.72007,10.91167,12.47456,11.85049,13.02778,12.60727,11.81255,11.62758,11.45079,12.5075,12.93722,14.46688,13.71204,11.27511,13.48409,12.95387,11.34645,10.85285,12.34822,10.8644,10.56271,10.61736,9.744623,9.01374,9.306174
FRA,France and Monaco,9.044773,9.188968,9.452604,10.05498,9.650045,8.843352,9.580086,9.223692,9.502969,9.605646,9.20707,8.251817,7.819805,7.440952,7.191919,6.953232,6.695009,6.536206,6.500865,6.717885,6.608766,6.9949,6.760643,6.39982,6.267521,6.393231,6.610206,6.434665,6.862395,6.72254,6.604884,6.676012,6.568275,6.624065,6.591166,6.613485,6.409557,6.26223,6.193739,5.857232,5.991443,5.498029,5.447565,5.518333,4.995382,5.033976,5.124163
GUF,French Guiana,5.040144,4.984225,5.454859,5.887756,4.54684,6.016014,5.201228,5.390473,5.761691,4.905865,4.636609,3.900428,4.346003,4.350383,3.914296,3.748937,4.237709,4.440474,5.265628,5.289382,5.73653,6.717219,5.518893,6.174228,5.965023,6.536491,6.550214,6.271449,5.834016,5.775754,5.198749,5.299208,5.166978,5.155283,5.081431,4.83456,4.742971,4.891449,4.778804,4.776581,5.145444,5.200554,5.094972,5.403815,5.328521,5.385523,5.339561
PYF,French Polynesia,0.302632,0.290676,0.324934,0.4469,0.494515,0.491924,0.508269,0.882268,0.966585,0.927787,0.813404,1.361357,1.675068,2.196769,2.774841,2.486504,2.924083,3.120699,2.814091,2.457386,2.261039,2.111646,1.94076,1.97155,1.319099,1.580259,1.639576,1.644477,1.835323,1.809189,1.888162,2.021404,1.99879,2.32765,2.461682,2.507419,2.298574,2.225051,2.276316,2.297853,2.540939,2.72621,2.782175,3.012548,3.182694,3.367147,3.583033
GAB,Gabon,1.117907,1.846532,1.938212,5.540996,5.564539,7.032105,8.038051,7.804586,8.52182,8.128843,7.633787,7.874258,7.681807,6.907473,7.697611,8.562927,6.094521,5.124169,5.245815,6.085037,5.816382,4.570349,4.507783,4.483347,4.321152,4.722917,5.175724,4.832694,5.374745,4.955795,4.791376,4.85096,4.547451,4.986101,4.397387,4.153406,3.62575,3.195868,3.27953,3.19073,3.138229,2.789256,2.788892,2.799459,2.862554,2.917674,2.875863
GMB,Gambia (the),0.079868,0.077679,0.075343,0.084374,0.083627,0.085438,0.108482,0.113409,0.118134,0.137702,0.134158,0.132092,0.114568,0.114656,0.116131,0.116737,0.121129,0.149674,0.131538,0.118435,0.105731,0.116578,0.110034,0.10945,0.109544,0.112258,0.1105,0.123505,0.113787,0.114073,0.119304,0.126576,0.120909,0.12438,0.121795,0.120146,0.121787,0.127583,0.129689,0.124774,0.13087,0.13172,0.131115,0.127106,0.127998,0.12511,0.124572
GEO,Georgia,5.496862,5.382714,5.668847,5.974643,6.238046,6.636685,6.7097,6.746487,6.915591,7.099311,7.273157,7.32628,7.213978,7.089354,7.001409,6.881164,6.758397,6.777728,6.628026,6.374199,6.385067,4.939372,3.930574,3.205475,2.099285,1.681442,1.353666,1.205904,1.089176,1.02457,1.102083,0.804854,0.711997,0.780245,0.863452,1.070496,1.190957,1.410619,1.258315,1.444482,1.356512,1.672675,1.711499,1.761488,2.032797,2.117665,2.190945
DEU,Germany,13.59042,13.48469,13.79779,14.41127,14.02054,13.28639,14.05493,13.82209,14.30902,14.9597,14.33863,13.92381,13.36934,13.56909,13.79624,13.84919,13.75579,13.58053,13.4414,13.21171,12.68204,12.3152,11.58732,11.40843,11.20825,11.13854,11.44964,11.03285,10.94046,10.53419,10.50823,10.71097,10.5195,10.39956,10.47843,10.0808,10.26147,9.953092,10.10726,9.371519,9.881045,9.635431,9.708021,9.915677,9.392506,9.374822,9.471944
GHA,Ghana,0.271046,0.268432,0.27336,0.271272,0.281742,0.293122,0.294726,0.298227,0.284415,0.247266,0.245181,0.287755,0.239105,0.145013,0.163069,0.18511,0.194254,0.200803,0.204901,0.22389,0.214543,0.19415,0.221438,0.222259,0.231333,0.240746,0.25534,0.260953,0.348105,0.369658,0.322184,0.332511,0.390896,0.349278,0.318663,0.334284,0.389452,0.394397,0.34669,0.409996,0.461152,0.495907,0.515334,0.538674,0.507037,0.506334,0.51312
GIB,Gibraltar,2.425203,2.400313,2.042186,2.04164,2.039201,2.125512,2.099414,1.982649,1.87232,2.604384,3.096288,2.888087,3.208092,2.89633,2.800471,3.014045,3.90191,4.327993,4.876118,4.688652,4.923865,7.057881,8.193989,8.243449,9.637456,9.467268,9.476542,9.722916,10.26585,10.60388,10.93517,11.16361,11.32794,11.45269,12.3603,12.77156,13.17424,12.99483,13.19957,14.31026,14.41348,13.76669,13.87236,14.66838,15.74595,16.17449,16.64849
GRC,Greece,3.358481,3.458792,4.213552,4.476319,4.350068,4.524344,5.012517,5.175309,5.380297,5.609355,5.559089,5.468423,5.541444,5.855045,5.966543,6.276718,6.219492,6.672509,7.117438,7.504285,7.66383,7.58717,7.642362,7.523496,7.598405,7.816441,7.733165,7.755268,8.071974,8.021043,8.662127,8.77132,8.772021,9.108917,9.003547,9.19693,9.078912,9.317244,8.959505,8.442999,7.843829,7.56699,7.334385,6.688472,6.430657,6.274688,6.057202
GRL,Greenland,0.013746,0.013818,0.013924,0.014204,0.01439,0.014488,0.014727,0.014985,0.015236,0.015593,0.015849,0.016154,0.016335,0.016551,0.016829,0.017086,0.017352,0.017591,0.017915,0.018258,0.018664,0.018969,0.019275,0.019631,0.019952,0.020288,0.020644,0.020877,0.021244,0.021554,0.022021,0.022432,0.022799,0.02316,0.023582,0.024051,0.024312,0.024644,0.024977,0.025311,0.025647,0.025938,0.026155,0.026433,0.026665,0.026897,0.027128
GRD,Grenada,0.378706,0.378865,0.470029,0.509933,0.4768,0.612373,0.563606,0.611186,0.600287,0.584048,0.686574,0.774079,0.770954,0.772177,0.825212,0.764737,0.874873,1.091725,1.094074,1.173351,1.505244,1.506561,1.488134,1.510077,1.727867,1.649443,1.792806,2.029925,2.026848,2.133467,4.194756,3.911499,3.959211,3.898616,3.77105,3.905436,4.094617,4.164705,3.892954,4.101446,4.830901,4.472558,4.481524,4.883197,4.957149,5.108155,5.185493
GLP,Guadeloupe,1.581792,1.554829,1.526382,1.72486,1.484956,1.768101,1.693539,1.751827,1.85191,1.731985,1.805592,1.948136,2.154898,2.2318,2.524991,2.355823,2.545831,2.841962,3.204564,3.259591,3.330239,3.739729,3.513063,3.585743,3.622506,3.570218,3.621653,3.599513,3.437759,3.575601,4.095188,4.158252,4.270611,4.307534,4.327536,4.166321,3.998226,4.213114,4.1483,4.263849,4.723573,4.698293,4.700889,5.156236,5.211693,5.407107,5.506752
GTM,Guatemala,0.439881,0.421557,0.454559,0.473336,0.477453,0.512339,0.494069,0.552819,0.597078,0.64907,0.635335,0.534096,0.472912,0.392018,0.430357,0.440391,0.370533,0.407403,0.3923,0.407641,0.415624,0.428458,0.492843,0.529324,0.561063,0.642057,0.609822,0.630117,0.772557,0.7475,0.813759,0.843359,0.869358,0.838299,0.865837,0.88862,0.881033,0.920101,0.813133,0.839151,0.80283,0.783668,0.772716,0.872402,1.104129,1.110523,1.116826
GIN,Guinea,0.133978,0.132045,0.140978,0.14264,0.144433,0.153274,0.1675,0.168135,0.166039,0.203482,0.193201,0.193393,0.192486,0.189511,0.174036,0.172571,0.18795,0.234328,0.223396,0.204519,0.184607,0.18142,0.152573,0.148146,0.141153,0.155175,0.15061,0.152105,0.143009,0.155698,0.154011,0.157597,0.155446,0.162871,0.160308,0.141792,0.141104,0.148125,0.166366,0.154064,0.160685,0.168242,0.165224,0.164454,0.169373,0.165919,0.167081
GNB,Guinea-Bissau,0.045497,0.044435,0.052917,0.047643,0.049545,0.057814,0.068418,0.07203,0.073715,0.088579,0.089436,0.092624,0.087355,0.084707,0.091459,0.095594,0.088519,0.109959,0.153007,0.14661,0.148115,0.163889,0.149525,0.14878,0.128677,0.134342,0.135365,0.147309,0.137555,0.137971,0.148265,0.153224,0.15381,0.159348,0.158622,0.15698,0.162664,0.171749,0.176319,0.170797,0.178501,0.181741,0.180459,0.17647,0.178144,0.175513,0.175113
GUY,Guyana,2.131096,2.11339,2.531603,2.600733,2.290144,2.820058,2.446318,2.618739,2.511545,2.330687,2.543867,2.672265,2.20652,2.105414,2.510094,2.428881,2.696051,3.037907,2.580717,2.245589,2.227688,2.357265,2.492284,2.502627,2.522789,2.420551,2.523007,2.78945,3.013191,3.277635,3.361504,3.521619,3.431588,3.384771,3.327715,3.23278,3.153398,3.31342,3.206069,3.322153,3.6209,3.628059,3.620577,3.956485,3.990982,4.163378,4.208353
HTI,Haiti,0.111691,0.11082,0.105567,0.109332,0.117103,0.11636,0.153219,0.157093,0.16111,0.154452,0.149392,0.127998,0.148354,0.159648,0.160819,0.162562,0.148413,0.156422,0.164715,0.165563,0.159315,0.152571,0.139112,0.11523,0.052604,0.142748,0.159285,0.183249,0.18288,0.1861,0.186232,0.197237,0.22251,0.209034,0.232999,0.239249,0.239868,0.251282,0.25589,0.254229,0.229528,0.236742,0.220498,0.227005,0.276643,0.283658,0.285824
HND,Honduras,0.444118,0.431528,0.437116,0.466618,0.443639,0.464443,0.473194,0.499012,0.487473,0.500403,0.502138,0.464598,0.442517,0.494723,0.492,0.429125,0.424237,0.457498,0.475472,0.513711,0.469385,0.460407,0.503144,0.513447,0.569843,0.658076,0.677477,0.679233,0.76781,0.757926,0.766017,0.87889,0.899775,0.975365,1.059139,1.054825,0.950834,1.148771,1.089496,1.007705,0.976875,0.986902,1.001942,0.992696,1.001835,1.01737,1.023082
HKG,Hong Kong,2.458514,2.425105,2.460624,2.446371,2.750463,2.658165,3.002508,3.37514,3.480522,3.145336,3.156043,3.355488,3.534685,4.01019,4.314013,4.43691,4.982543,5.35431,5.843703,6.011059,6.078007,6.50906,7.180745,7.529861,6.362289,6.280689,5.970102,5.46997,6.702167,7.034179,6.326512,6.450615,6.220721,6.595015,6.289367,6.310243,6.204191,6.60756,6.423915,6.842863,6.035329,6.701256,6.670361,6.772366,6.987614,6.413002,6.44745
HUN,Hungary,6.282486,6.442849,6.641453,7.052209,7.261641,7.381499,7.697515,8.059811,8.674607,8.551964,8.414699,8.404847,8.377466,8.031514,8.258172,8.167866,8.091769,8.194732,7.793741,7.633174,6.843294,6.494085,5.829333,5.90891,5.896863,5.916756,6.027662,5.916616,5.902485,5.939145,5.68613,5.821126,5.750416,6.063199,5.867303,5.884371,5.878496,5.773358,5.676636,5.085232,5.188317,5.01571,4.916243,4.797023,4.770941,5.106558,5.232708
ISL,Iceland,9.464524,9.804037,10.68116,12.11154,11.67292,10.85087,10.85279,11.07203,11.30905,11.59842,10.64524,10.11575,8.489487,8.547942,9.381879,8.808173,8.768153,8.819468,9.189277,9.12761,9.168953,8.877263,8.855868,9.141271,9.486296,9.105072,10.05017,9.612026,9.796259,9.860536,10.19513,10.45972,10.87471,10.64063,10.8836,10.59597,10.77318,11.23982,12.17751,12.03423,11.42488,11.05145,11.07331,11.23027,11.54362,11.70069,11.81893
IND,India,0.417492,0.410242,0.417927,0.405907,0.425896,0.444453,0.463804,0.461965,0.429576,0.452444,0.46189,0.501052,0.524745,0.544715,0.581922,0.596078,0.633645,0.662997,0.691009,0.72553,0.753404,0.786969,0.811886,0.827519,0.86064,0.906037,0.936112,0.961906,0.954654,1.014441,1.013744,1.011348,1.024295,1.036538,1.0707,1.107889,1.170999,1.223119,1.282828,1.438892,1.498698,1.566555,1.656181,1.685288,1.804662,1.847051,1.919423
IDN,Indonesia,0.260453,0.256782,0.2956,0.326113,0.355987,0.359606,0.378057,0.498438,0.569247,0.60468,0.593385,0.610756,0.601184,0.585024,0.582813,0.622155,0.675771,0.676971,0.724416,0.746094,0.883162,0.933616,0.960641,1.036614,1.086392,1.194561,1.244132,1.345633,1.337573,1.398617,1.389115,1.467821,1.481162,1.595596,1.599078,1.589523,1.668888,1.712238,1.679973,1.722019,1.744371,1.753832,1.77873,1.792418,1.915448,1.930612,2.030788
IRN,Iran (Islamic Republic of),2.626249,2.729685,2.961912,3.435464,3.55866,3.533956,3.963229,4.047989,3.834643,3.487189,2.886939,2.765926,3.221699,3.524089,3.367056,3.460392,3.094586,3.156139,3.073704,3.189672,3.589327,3.873989,4.082099,4.024777,4.536649,4.546523,4.668974,4.793454,4.69401,5.086913,5.286184,5.423745,5.589559,5.837549,6.195174,6.608627,7.012872,7.413186,7.473805,7.661419,7.624982,7.646211,7.730342,7.942882,8.110758,7.917019,8.001993
IRQ,Iraq,2.187781,2.448992,2.383861,2.508801,2.631731,2.922225,3.549479,3.175528,3.397717,4.066039,3.55436,2.490478,2.581081,2.774196,2.943054,3.220128,3.689351,3.610964,3.812422,4.155301,3.825378,3.052453,4.127868,5.303685,5.693199,5.556556,4.973663,5.631421,4.118912,3.251013,3.582241,3.678172,3.726387,3.408872,3.388814,3.300708,2.63848,2.801649,3.103268,3.603469,3.954966,4.096603,4.339698,4.496401,4.555776,4.451076,4.372209
IRL,Ireland,7.050701,7.789074,7.567353,7.305079,7.778031,7.180791,7.227969,7.601865,7.428875,8.599842,8.168804,8.011906,7.831672,7.677498,7.639912,8.065483,8.304406,8.755611,8.517797,8.805269,9.108803,9.233231,9.189706,9.196633,9.499844,9.572042,9.873808,10.14627,10.70835,10.95685,11.39304,11.78769,11.36929,11.03144,11.06301,11.27147,11.36553,10.83608,10.46161,9.1505,9.005296,7.929592,7.767525,7.577448,7.484722,7.913255,8.263544
ISR,"Israel and Palestine, State of",5.213366,5.061924,5.161163,5.327682,5.310857,5.401609,5.262975,5.364501,5.587114,5.568022,5.432754,5.540104,5.758315,5.854117,5.961673,6.28375,6.760179,7.264657,7.572652,7.708787,7.821105,7.725007,7.978492,8.432801,8.710976,9.023826,9.338756,9.399825,9.267695,9.324177,9.85708,9.663589,10.01239,10.11602,9.907234,9.394175,9.637846,9.759525,9.563656,9.227833,9.475654,9.221832,9.208718,8.345977,7.873683,8.120641,7.961122
ITA,Italy and San Marino and Holy See (the),5.816726,6.036584,6.304078,6.657968,6.683845,6.343861,6.781732,6.596893,6.697754,6.973486,6.99778,6.779265,6.621208,6.524156,6.616136,6.603688,6.607926,6.940868,7.037893,7.355236,7.413263,7.375117,7.333833,7.219494,7.101243,7.533306,7.460499,7.521234,7.715636,7.839525,7.904154,7.866075,7.965142,8.242374,8.368696,8.34308,8.214639,8.055732,7.777379,6.895909,7.035757,6.851793,6.58236,6.028732,5.738554,5.968797,6.029285
JAM,Jamaica,3.141009,3.101461,3.342893,4.275715,4.090305,3.842046,3.148383,3.42202,3.444103,3.415399,3.122978,3.050297,2.579482,2.542456,2.354182,2.075378,1.954633,2.053267,2.134251,2.714439,3.102563,3.059557,3.34366,3.37653,3.381902,3.457533,3.578791,3.618984,3.782554,3.854818,3.83989,3.83643,3.787176,3.883442,3.876237,3.874853,4.455355,4.392745,4.209565,2.955605,2.802903,2.887267,2.853543,3.035737,2.961789,3.061416,3.10645
JPN,Japan,8.156973,8.05983,8.334562,9.22874,9.132935,8.555034,8.671982,8.815893,8.734172,8.880402,8.583154,8.322137,7.898375,7.913046,8.411391,8.125429,8.029185,8.080289,8.597285,8.838343,9.265779,9.329615,9.364246,9.219913,9.67283,9.792559,9.817088,9.768233,9.4627,9.777218,9.845918,9.730564,10.02881,10.06008,10.04821,10.11009,10.09735,10.19743,9.532155,9.010913,9.481596,9.763359,10.1588,10.34861,10.02717,9.803124,9.684313
JOR,Jordan,0.901754,0.868235,0.980546,1.047462,1.06812,1.187461,1.389051,1.41246,1.639683,1.649729,2.018012,2.343547,2.517296,2.701545,2.924872,2.939382,3.051921,3.177868,2.869301,2.793453,2.861954,2.715202,3.045826,2.997107,2.992113,3.033682,3.0304,3.047824,3.029601,2.985621,3.056979,3.022969,3.163775,3.061564,3.35365,3.486936,3.410303,3.409467,3.1842,3.104685,2.877835,2.795591,2.740807,2.578632,2.632856,2.441308,2.407227
KAZ,Kazakhstan,12.26705,12.06498,12.76804,13.75986,14.50452,14.93722,15.56949,15.44355,16.36885,16.43014,17.10767,15.64449,15.03528,14.61627,14.08392,13.51025,13.25408,14.11167,14.36769,14.09823,15.18726,15.83665,16.13256,13.83708,12.65449,11.37487,10.09522,8.845085,9.290422,8.556947,8.730195,8.603039,9.428354,10.36907,11.19866,11.93449,13.22809,13.87323,16.11362,14.12719,14.93637,15.98582,14.67629,15.2841,13.7735,12.89097,12.88442
KEN,Kenya,0.329305,0.317955,0.32139,0.322176,0.312719,0.296907,0.325701,0.336367,0.323084,0.307192,0.316925,0.304185,0.273169,0.246625,0.275123,0.271136,0.292677,0.294194,0.281719,0.28846,0.27361,0.254366,0.248464,0.237497,0.230318,0.242045,0.256956,0.237399,0.248639,0.249878,0.269924,0.245672,0.232355,0.201268,0.224564,0.244924,0.265124,0.258597,0.265579,0.303377,0.318952,0.318638,0.30044,0.328527,0.337879,0.33404,0.336802
KIR,Kiribati,0.101375,0.100551,0.093834,0.095271,0.10344,0.10883,0.106028,0.14762,0.286101,0.245617,0.215496,0.768739,0.359935,0.435272,0.387796,0.414036,0.268206,0.306708,0.333867,0.279431,0.273529,0.319822,0.283203,0.281027,0.268862,0.285952,0.318313,0.272696,0.284133,0.269122,0.338485,0.340122,0.302967,0.311366,0.313941,0.304978,0.288892,0.249382,0.274289,0.309581,0.340372,0.362297,0.372385,0.398719,0.418911,0.440012,0.463312
PRK,Korea (the Democratic People's Republic of),5.758932,5.628018,5.68677,5.668156,5.742271,5.884396,6.091989,6.34863,6.113082,6.477222,6.732353,6.833158,7.016877,7.156037,7.224886,7.38236,7.139306,6.807608,6.874525,6.847408,6.452525,6.107843,5.316424,4.831759,4.368944,4.039097,3.547993,3.406517,2.782991,3.00646,3.206779,3.300434,3.134598,3.173174,3.211785,3.320809,3.353011,2.792161,3.068431,2.971124,2.798233,2.301502,2.296169,1.674345,1.867873,1.949687,2.311367
KOR,Korea (the Republic of),1.901915,1.880462,1.903885,2.303795,2.381717,2.538618,2.802388,3.135989,3.269244,3.65692,3.663877,3.78449,3.718961,3.989235,4.442056,4.595882,4.726379,4.816538,5.389442,5.607207,6.248407,6.753196,7.101731,7.715659,8.226039,8.841658,9.311511,9.723271,8.247947,8.944636,10.0935,10.32392,10.18143,10.20279,10.57452,10.53323,10.69743,10.7976,10.991,11.12667,11.96584,12.29124,12.1258,12.00244,11.87319,11.88384,11.89063
